"location","Observation","Predicted","RMSE","Pearson","Factor2_Percentage","NumTrees","Mtry","SplitRule","MinNodeSize"
"Housatonic River",52900,28339.6373313529,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",28000,27081.0256360268,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",22000,42655.6190952215,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",29000,40034.9992924202,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",71000,55981.2594122804,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",72000,53023.8826245623,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",24000,35514.3834480038,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",28000,32021.1936052921,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",22000,39862.9596961,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",53000,48869.7304072593,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",57000,53535.4009018749,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",96000,87952.9914423681,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",22000,30072.6651065693,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",28000,23760.9409542331,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",61000,33516.2920333621,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",38000,43506.9146375512,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",22000,45375.1696271964,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",120000,29768.0673010026,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",22000,34241.6240370544,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",26000,32394.1773302702,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",9500,59012.1321470402,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",171000,527047.191893115,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
